c_fullname	agg_count	agg_date
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18924118\A18913652\A17773946\A17837909\	3590	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18924118\A18916264\	3590	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18924118\A18916264\A17786733\A27151575\	3576	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18924118\A18916264\A17786733\A27151575\A27154999\	3590	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18916190\A18913595\A17850039\	-1	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18916190\A18913595\A17850051\A17862637\A17786123\A17811728\	30	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18924118\A20115373\A17812067\A18916209\	1685	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18924118\A20142321\A17786485\	2457	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18924118\A20151341\A17786445\A17850371\	530	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18924118\A20151341\A17799192\	540	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18916190\A18913595\A17875403\A17837292\A17798827\	4758	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18916190\A18918864\	1700	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18924211\A18911077\A17774937\A17864328\A17774947\	2337	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18916316\A18908428\A17800633\A28399039\	6794	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18916316\A18908428\A17800633\A28399039\A28399618\A28399420\	6792	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18916316\A18908428\A17839110\	4926	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18925934\	600	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18925934\A18910932\	21	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18925934\A18910932\A17811563\	25	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18916316\A20161339\A17788011\A17775245\	5865	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18916316\A20161339\A17813653\A17839252\	5883	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18916316\A27150507\A17864424\	3923	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18916341\A18916349\	53416	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18916341\A18916349\A17864713\A17864716\A17800864\	5897	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18916341\A18916349\A17864713\A17864716\A17864717\	2930	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18916341\A18916350\A17800885\A17813772\	3187	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18916341\A18916350\A17800885\A17813772\A17826603\A17775378\	3199	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18916341\A18916350\A17813764\	1867	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18916341\A18919020\A17826561\A17813740\	88166	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18916341\A18919034\	2393	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18916341\A18921616\A17839374\	8712	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18925934\A18923828\	581	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18916341\A18924251\A17826641\	8712	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18916341\A18924251\A17826641\A18924252\A18905889\	8712	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18916593\	99101	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18916593\A18919257\A17815919\A17828650\	884	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18916593\A18919260\	7964	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A20108497\A18905990\A18919142\A18905992\A18911246\	260	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A20108497\A18908717\A17841375\A17790144\A17802942\	250	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A20108497\A18913879\A17840982\A17866460\	389	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A20108497\A18913879\A17841009\	384	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A20108497\A18916488\A17853676\A17802589\	24	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18919275\	96900	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18919275\A18906113\A17777747\	787	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18919275\A18906113\A17777753\A17777754\	46114	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A20108497\A18921719\A17866570\A17841118\	2808	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18919275\A18906113\A17867201\A17854389\A18911371\A18924507\	17	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18919275\A18911369\A17777705\	4028	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18919275\A18911369\A17867149\	7916	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A20108497\A18905990\A18919142\A17777020\	260	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A20108497\A18905990\A18919142\A20162543\	259	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A20108497\A18905990\A18919142\A20162543\A17853695\	261	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A20160670\A18913687\A17863677\A17774294\A17799865\	26	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18919275\A18924508\A17790528\A17828995\	34951	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18919275\A18924508\A17829004\A17777779\	10619	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18921516\A18905800\A17774031\	961	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18921516\A18913671\A17774191\A17799743\A17812601\	-1	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18921516\A18913671\A17799724\A17812571\	15395	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18921516\A18916268\A17786848\	3949	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18921516\A18916268\A17825389\A17786857\A17850802\	3044	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18921516\A18924172\	50208	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18921516\A18924172\A17838107\	50220	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18921535\	23139	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18921535\A18913697\A17787211\	5939	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18921535\A18913697\A17787211\A17787222\A17838433\A17863795\	5934	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A20108497\A18913879\A17840977\A27155484\A28399260\	2802	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A20108497\A18913879\A17840977\A27155484\A28399260\A28399836\	2798	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18921535\A18913697\A17825705\	2326	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18921535\A18913697\A17825705\A17825718\	2323	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A20108497\A18913879\A17841009\A17853672\	383	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A20108497\A18913879\A17853635\A17853637\	168	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A20160670\A18924177\A17799747\	5100	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A20161433\A18919038\A17788313\	40	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A20161433\A20125599\A17864961\A17826781\	505	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A20161433\A20125599\A20116532\	516	2021-02-04 00:00:00.000
\ACT\Labs\	75340	2021-02-04 00:00:00.000
\ACT\Labs\LP31756-7\LP30786-5\LP100945-7\	37619	2021-02-04 00:00:00.000
\ACT\Labs\LP31756-7\LP30786-5\LP45040-0\20570-8\	1225	2021-02-04 00:00:00.000
\ACT\Labs\LP31756-7\LP30786-5\LP45040-0\4544-3\	39057	2021-02-04 00:00:00.000
\ACT\Labs\LP31756-7\LP30786-5\LP46692-7\21000-5\	25390	2021-02-04 00:00:00.000
\ACT\Labs\LP31756-7\LP30786-5\LP47720-5\770-8\	18165	2021-02-04 00:00:00.000
\ACT\Labs\LP31756-7\LP30786-5\LP48919-2\786-4\	39801	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18921535\A18916291\	5097	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18921535\A18916291\A17774375\A17812805\	796	2021-02-04 00:00:00.000
\ACT\Labs\LP40271-6\LP15838-3\LP69961-8\2885-2\	35592	2021-02-04 00:00:00.000
\ACT\Labs\LP40271-6\LP19403-2\LP42656-6 \17861-6\	18212	2021-02-04 00:00:00.000
\ACT\Labs\LP40271-6\LP19403-2\LP48861-6\	55853	2021-02-04 00:00:00.000
\ACT\Labs\LP40271-6\LP31392-1\LP43656-5\	18176	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18921535\A18921549\A17787291\A17851201\	135	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18921535\A18921549\A17838504\A17851194\	129	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18921535\A18924200\A17800042\A17774483\A17851215\	114	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A20108497\A18921719\A17866570\	2804	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A20108497\A18921816\	245	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A20160670\	7887	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A20160670\A18913687\A17863677\A17774294\A17863678\	31	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A20160670\A18921523\	1913	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18924118\A18913652\A17773946\	3581	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18924118\A18924141\A17786532\	221	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18924118\A20142321\	2457	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18924118\A20151341\A17786445\A17773665\	701	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A20161433\A18911136\A17826728\	5900	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A20161433\A18916357\A17800988\A17788229\A17852154\	40	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A20161433\A20125599\A17864961\	2937	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A20161433\A20125645\A17852260\A17826840\	502	2021-02-04 00:00:00.000
\ACT\Labs\LP31756-7\LP30786-5\LP48336-9\704-7\	18181	2021-02-04 00:00:00.000
\ACT\Labs\LP31756-7\LP30786-5\LP48349-2\5905-5\	18172	2021-02-04 00:00:00.000
\ACT\Labs\LP31756-7\LP30786-5\LP48918-4\785-6\	39802	2021-02-04 00:00:00.000
\ACT\Labs\LP31756-7\LP30786-5\LP7631-7\	39813	2021-02-04 00:00:00.000
\ACT\Labs\LP40271-6\LP19403-2\	55850	2021-02-04 00:00:00.000
\ACT\Labs\LP40271-6\LP19403-2\LP42107-0\	55850	2021-02-04 00:00:00.000
\ACT\Labs\LP40271-6\LP19403-2\LP42656-6 \49765-1\	46260	2021-02-04 00:00:00.000
\ACT\Labs\LP40271-6\LP19403-2\LP46433-6\	55850	2021-02-04 00:00:00.000
\ACT\Labs\LP40271-6\LP31397-0\LP43561-7\	35580	2021-02-04 00:00:00.000
\ACT\Labs\LP40271-6\LP31397-0\LP43561-7\42719-5\	32	2021-02-04 00:00:00.000
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0022885\UMLS_C0086143\LOINC_94531-1\	91030	2021-02-04 00:00:00.000
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0037088\SNOMED_3947197012\ICD10CM_J20.8\	88155	2021-02-04 00:00:00.000
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0242656\ACT_COVID_DERIVED_VARIABLES\PREGNANT\A17785972\A17875284\A17849914\	6066	2021-02-04 00:00:00.000
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0242656\DISEASE_SEVERITY\SEVERE_DISEASE\	24556	2021-02-04 00:00:00.000
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0242656\DISEASE_SEVERITY\SEVERE_DISEASE\SEVERE_MEDS\6960\379133\311700\	40	2021-02-04 00:00:00.000
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0242656\DISEASE_SEVERITY\SEVERE_DISEASE\SEVERE_MEDS\7512\	1745	2021-02-04 00:00:00.000
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0242656\LABS_OF_INTEREST\A22740527\	18185	2021-02-04 00:00:00.000
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0242656\LABS_OF_INTEREST\A22742128\A18164819\	18170	2021-02-04 00:00:00.000
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0242656\LABS_OF_INTEREST\A22743164\	35589	2021-02-04 00:00:00.000
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0242656\LABS_OF_INTEREST\A22743214\A18257646\	35563	2021-02-04 00:00:00.000
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0242656\LABS_OF_INTEREST\A22750660\A18126124\	18172	2021-02-04 00:00:00.000
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0242656\LABS_OF_INTEREST\A22757334\	8722	2021-02-04 00:00:00.000
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0242656\LABS_OF_INTEREST\A22757334\A18180402\	8740	2021-02-04 00:00:00.000
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0242656\LABS_OF_INTEREST\A22782521\	39825	2021-02-04 00:00:00.000
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0242656\LABS_OF_INTEREST\A22782521\A18164469\	39808	2021-02-04 00:00:00.000
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0242656\UMLS_C0013227\EPC_C3536840\1191\	182	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A20108497\A18905990\	488	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A20108497\A18905990\A17853697\A27152052\	247	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A20108497\A18905990\A18919142\	246	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A20108497\A18905990\A18919142\A17777020\A17853694\	256	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A20108497\A18913879\A17840982\A17815499\A17776978\	375	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A20108497\A18913879\A17841009\A17828280\	384	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A20108497\A18916488\A17853676\A17841018\A17802582\A17802584\	19	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A20108497\A18921816\A17802903\A17853975\	258	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A20108497\A18924367\	-1	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A20160670\A18911035\	605	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A20160670\A18924177\A17799747\A17787001\	5089	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A20161433\A18919038\	74	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A20161433\A18919038\A17788313\A17852243\	31	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A20161433\A18919038\A17801096\	50	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A20161433\A18924254\A17813808\A17864808\	5865	2021-02-04 00:00:00.000
\ACT\Labs\LP31756-7\LP30786-5\LP100945-7\4548-4\	37617	2021-02-04 00:00:00.000
\ACT\Labs\LP31756-7\LP30786-5\LP43135-0\	39824	2021-02-04 00:00:00.000
\ACT\Labs\LP31756-7\LP30786-5\LP48919-2\	39815	2021-02-04 00:00:00.000
\ACT\Labs\LP40271-6\LP15705-4\LP99408-4\	40537	2021-02-04 00:00:00.000
\ACT\Labs\LP40271-6\LP15838-3\LP43038-6\1751-7\	35583	2021-02-04 00:00:00.000
\ACT\Labs\LP40271-6\LP15838-3\LP69961-8\	35589	2021-02-04 00:00:00.000
\ACT\Labs\LP40271-6\LP19403-2\LP42107-0\2345-7\	18212	2021-02-04 00:00:00.000
\ACT\Labs\LP40271-6\LP19403-2\LP42656-6 \	55846	2021-02-04 00:00:00.000
\ACT\Labs\LP40271-6\LP19403-2\LP46433-6\2075-0\	18210	2021-02-04 00:00:00.000
\ACT\Labs\LP40271-6\LP31392-1\	35595	2021-02-04 00:00:00.000
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0242656\UMLS_C0013227\EPC_C3536840\7258\	12091	2021-02-04 00:00:00.000
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0242656\UMLS_C0013227\NUI_N0000029104\3992\1660013\	674	2021-02-04 00:00:00.000
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0242656\UMLS_C0013227\NUI_N0000029110\5224\	78	2021-02-04 00:00:00.000
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0242656\UMLS_C0013227\NUI_N0000029110\67108\	18127	2021-02-04 00:00:00.000
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0242656\UMLS_C0013227\NUI_N0000029127\	6776	2021-02-04 00:00:00.000
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0242656\UMLS_C0013227\NUI_N0000029127\4603\1719285\1719286\	6135	2021-02-04 00:00:00.000
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0242656\UMLS_C0013227\NUI_N0000029141\6960\	39	2021-02-04 00:00:00.000
\ACT\UMLS_C0031437\SNOMED_3947185011\	122732	2021-02-04 00:00:00.000
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0037088\SNOMED_3947197012\ICD10CM_J22\	88173	2021-02-04 00:00:00.000
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0037088\UMLS_C0478147\ICD10CM_R05\	61707	2021-02-04 00:00:00.000
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0242656\UMLS_C0013227\NUI_N0000029299\	7096	2021-02-04 00:00:00.000
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0037088\UMLS_C0478147\ICD10CM_R50.9\	82023	2021-02-04 00:00:00.000
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0242656\DISEASE_SEVERITY\SEVERE_DISEASE\SEVERE_LABS\A22740762\	8730	2021-02-04 00:00:00.000
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0242656\DISEASE_SEVERITY\SEVERE_DISEASE\SEVERE_LABS\A22740762\A18184781\	8731	2021-02-04 00:00:00.000
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0242656\DISEASE_SEVERITY\SEVERE_DISEASE\SEVERE_MEDS\68139\375623\1234995\	27	2021-02-04 00:00:00.000
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0242656\DISEASE_SEVERITY\SEVERE_DISEASE\SEVERE_MEDS\6960\379133\	35	2021-02-04 00:00:00.000
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0242656\LABS_OF_INTEREST\A22743315\	55855	2021-02-04 00:00:00.000
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0242656\LABS_OF_INTEREST\A22744650\A18219096\	18170	2021-02-04 00:00:00.000
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0242656\UMLS_C0013227\UMLS_C0003232\11124\1807507\1807513\	2014	2021-02-04 00:00:00.000
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0242656\UMLS_C0013227\UMLS_C0003232\11124\375983\313572\	-1	2021-02-04 00:00:00.000
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0242656\UMLS_C0013227\UMLS_C0003374\	348	2021-02-04 00:00:00.000
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0242656\UMLS_C0013227\UMLS_C0003374\ATC_P01BA02\	216	2021-02-04 00:00:00.000
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0242656\UMLS_C0348080\A17800896\	2396	2021-02-04 00:00:00.000
\ACT\Visit Details\Age at visit\0-9 years old\	39363	2021-02-10 00:00:00.000
\ACT\Visit Details\Age at visit\0-9 years old\0 years old\09 months\	2385	2021-02-10 00:00:00.000
\ACT\Visit Details\Age at visit\0-9 years old\1 years old\14 months\	3300	2021-02-10 00:00:00.000
\ACT\Visit Details\Age at visit\0-9 years old\1 years old\23 months\	1560	2021-02-10 00:00:00.000
\ACT\Visit Details\Age at visit\0-9 years old\2 years old\	8011	2021-02-10 00:00:00.000
\ACT\Visit Details\Age at visit\0-9 years old\2 years old\29 months\	2473	2021-02-10 00:00:00.000
\ACT\Visit Details\Age at visit\0-9 years old\3 years old\	9314	2021-02-10 00:00:00.000
\ACT\Visit Details\Age at visit\18-34 years old\18 years old\	38700	2021-02-10 00:00:00.000
\ACT\Visit Details\Age at visit\18-34 years old\21 years old\	35758	2021-02-10 00:00:00.000
\ACT\Visit Details\Age at visit\35-44 years old\39 years old\	29301	2021-02-10 00:00:00.000
\ACT\Visit Details\Age at visit\55-64 years old\55 years old\	26340	2021-02-10 00:00:00.000
\ACT\Visit Details\Age at visit\55-64 years old\59 years old\	23279	2021-02-10 00:00:00.000
\ACT\Visit Details\Age at visit\65-74 years old\67 years old\	16527	2021-02-10 00:00:00.000
\ACT\Visit Details\Age at visit\65-74 years old\70 years old\	14581	2021-02-10 00:00:00.000
\ACT\Visit Details\Age at visit\75-84 years old\79 years old\	8260	2021-02-10 00:00:00.000
\ACT\Visit Details\Age at visit\75-84 years old\84 years old\	5041	2021-02-10 00:00:00.000
\ACT\Visit Details\Age at visit\85-89 years old\87 years old\	3686	2021-02-10 00:00:00.000
\ACT\Visit Details\Length of stay\	2685	2021-02-10 00:00:00.000
\ACT\Visit Details\Length of stay\5 days\	65	2021-02-10 00:00:00.000
\ACT\Visit Details\Length of stay\6 days\	42	2021-02-10 00:00:00.000
\ACT\Visit Details\Visit type\ER visit admit to inpatient\	-1	2021-02-10 00:00:00.000
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0242656\UMLS_C0013227\EPC_C3536840\5640\370674\310965\	2311	2021-02-04 00:00:00.000
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0242656\UMLS_C0013227\NUI_N0000029110\67108\727722\	18137	2021-02-04 00:00:00.000
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0242656\UMLS_C0013227\UMLS_C0003232\18631\	138	2021-02-04 00:00:00.000
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0242656\UMLS_C0013227\UMLS_C0003232\18631\370976\308460\	148	2021-02-04 00:00:00.000
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0242656\UMLS_C0013227\UMLS_C0003374\ATC_P01BA01\2393\	142	2021-02-04 00:00:00.000
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0242656\UMLS_C0013227\UMLS_C0003374\ATC_P01BA02\5521\	219	2021-02-04 00:00:00.000
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0242656\UMLS_C0013227\UMLS_C0003374\ATC_P01BA02\5521\370656\	206	2021-02-04 00:00:00.000
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0242656\UMLS_C0348080\UMLS_C0948245\A17854424\	1743	2021-02-04 00:00:00.000
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0242656\UMLS_C1444343\MECHANICAL_VENT\	2931	2021-02-04 00:00:00.000
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0242656\UMLS_C1444343\MECHANICAL_VENT\UMLS_C0199470\	2919	2021-02-04 00:00:00.000
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0242656\UMLS_C1444343\SUPPLEMENTAL_OXYGEN\	1118	2021-02-04 00:00:00.000
\ACT\Visit Details\Age at visit\>= 85 years old\	5395	2021-02-10 00:00:00.000
\ACT\Visit Details\Age at visit\0-9 years old\0 years old\03 months\	1587	2021-02-10 00:00:00.000
\ACT\Visit Details\Age at visit\0-9 years old\1 years old\22 months\	379	2021-02-10 00:00:00.000
\ACT\Visit Details\Age at visit\0-9 years old\6 years old\	8856	2021-02-10 00:00:00.000
